Restaurant,ID,Rating,Reviews,Price,City,State,ZipCode,Category
Isla Del Mar Restaurante,bvuo8sHhGdQ_0Sdd3NbaVw,4.5,8,1,Omaha,NE,68108,Seafood
Chick-fil-A,8sC6mDfKN8CDwxr4HRAGVg,4.0,39,1,Papillion,NE,68133,Fast Food
Kitchen Table Central,m9Lw0jQJJ-KA7yRHsVAglQ,3.5,11,1,Omaha,NE,68132,Sandwiches
Brick Street Tavern,UVPalAhIaBD_p9jslynrcA,3.5,13,1,Omaha,NE,68137,Bars
Godfather's Pizza,6jpd7GplFMUWnqp7beMkiQ,3.0,19,1,Omaha,NE,68106,Pizza
Dragon 88,v8yygQvTuY8SQ-Q4hxBikA,4.0,11,1,Omaha,NE,68111,Chinese
The Nifty Bar,n9xdQa8qwmj9Z2oQMIGGSA,3.5,10,1,Omaha,NE,68104,Dive Bars
Dave & Buster's,BOeYGHMcL6Cai2SXLBqbfg,3.0,73,2,Omaha,NE,68144,Arcades
The Pizza Pie Guys,kb-Of691DAyzd0AgfN3MgQ,4.0,28,2,Omaha,NE,68116,Pizza
Joe Tess Place,IhKToQsthKwpysgmm_wyew,3.0,75,2,Omaha,NE,68107,Seafood
Varsity Sports Cafe and Roman Coin Pizza - Dundee,gQ6p_d0CfEOMigl7sFOJSw,3.0,74,2,Omaha,NE,68132,Pizza
Costa El Sol,hAnnmlxaogRMZpr-8xW2eg,4.0,20,2,Omaha,NE,68127,Latin American
El Dorado,FG2MhEJn3lDuAEvDKSfIOA,3.0,61,2,Omaha,NE,68107,Seafood
Cold Stone Creamery & Rocky Mountain Chocolate Factory,-mWCnZi-K5WjJVtyTEXSGg,3.5,26,2,Omaha,NE,68131,Ice Cream & Frozen Yogurt
The Original Draught House,k4oi9xwl6bZEVyi4ly-KjA,3.5,48,2,Omaha,NE,68144,Sports Bars
Crane Coffee & Bakery,Bzj3VJvVPZPmXNYmKni7Lg,3.5,28,2,Omaha,NE,68106,Coffee & Tea
Margarita's Mexican Restaurant,CQA0jntFGhxkGSI_GvudBA,3.5,37,2,Omaha,NE,68127,Mexican
Funny Bone Comedy Club,AbSFpQvUwDNjp8e7fEit_g,3.5,34,2,Omaha,NE,68118,Comedy Clubs
Agave Azteca,WjXPQBQMMljCktB-g1LTEQ,4.5,12,2,Omaha,NE,68127,Mexican
Night Flight Pizza,zY-HS4O5lPQNmk7np0Sycg,3.0,45,2,Omaha,NE,68114,Pizza
Flixx,qwkwbkQqTwvBNjofZ6wG6A,4.0,19,2,Omaha,NE,68103,Gay Bars
Thai Orchids Restaurant,mwjN0uRuzXeglCZmgxMBSA,4.0,108,2,La Vista,NE,68128,Thai
Legends Patio Grill & Bar,jJuOTlKNR6C4lISGUOCiwA,3.5,48,2,Omaha,NE,68122,Sports Bars
Trio Cocktails & Company,MtToV2uJnk5dvLEYrD6eVw,4.0,18,2,Omaha,NE,68144,Cocktail Bars
Boyd & Charlie's,HKq-ELf7xTsoLZhbIQsDSg,3.5,29,2,Omaha,NE,68106,Barbeque
Union Pizzeria & Sports Bar,97-kEoOTXETP64TKmnwtxw,3.0,76,2,Omaha,NE,68116,Sports Bars
Charlie's On the Lake,gciVP2lTfollQyFoLSz1Ag,3.0,93,2,Omaha,NE,68137,Steakhouses
Geno's Bar & Grill,hnZtgh4to-NtjiRKLp-jRw,3.5,38,2,Omaha,NE,68116,American (Traditional)
Choo Choo Bar & Grill,c66g7g2LqeTmkfaJE_9vmQ,4.0,22,2,Omaha,NE,68137,Bars
"Local Beer, Patio, and Kitchen - Millard",ADu1_ZVdS-ZK-8kLRge38g,3.0,54,2,Omaha,NE,68137,Beer Bar
The Michaels At the Market,4q9edRLbCQFpTWoBWXLu4Q,2.5,121,2,Omaha,NE,68102,Tex-Mex
Jim's Rib Haven,sh4FDV1iGKdwY-6ewqgpZg,3.5,30,2,Omaha,NE,68111,Barbeque
Hector's,HAVY4pGBwNVKZ_qiUWgmBA,3.0,75,2,Omaha,NE,68130,Mexican
Kros Strain Brewing,z68xnYhui3bcH3zEy_pSDQ,4.5,34,2,La Vista,NE,68128,Breweries
Skeet's Ribs & Chicken,Cl9mcxV9E0a9Vm6XU7nfvQ,4.5,10,2,Omaha,NE,68110,Barbeque
Red Robin Gourmet Burgers,72hU7fuAEOueBY40GModeg,3.0,62,2,Omaha,NE,68116,Burgers
Bigway Burger,4zznt4n7g_kz9kCX3dGmFg,3.5,35,2,Omaha,NE,68127,Burgers
Burger Theory Omaha,SUmGS_mqwHhfQGGtko8JSA,2.5,102,2,Omaha,NE,68102,Burgers
Angus Burgers and Shakes,UheMcNBEIgg6KOYKo2okdQ,3.5,36,2,Omaha,NE,68136,Burgers
Cubby's,rwfxi8uGshedaF_l4Jd_wQ,3.5,30,2,Omaha,NE,68102,Convenience Stores
Red Lobster,2YoZEm8__V4JBIo32Bm8kw,3.5,31,2,Omaha,NE,68144,Seafood
Billy Frogg's Grill & Bar,DFpABc0r_PTWCI7pZp4ugQ,2.5,96,2,Omaha,NE,68102,Bars
Tierra Mia Coffee,rYW3fJTOFiqcvTVkNkO39Q,4.5,180,1,San Francisco,CA,94110,Coffee & Tea
Kowloon Tong Dessert Cafe,lwHhXgzuW8yYqILkwrhxdQ,3.5,905,1,San Francisco,CA,94118,Desserts
Ro Cafe,FH3uN3U_N7xbFQRI-DAJFg,4.5,109,1,San Francisco,CA,94118,Cafes
Snowbird Coffee,qZK7-7t-tK_Fc1CfcNZgqg,4.0,238,1,San Francisco,CA,94122,Coffee & Tea
Kam Po Kitchen,0Yw-OWhZAU8BI852cx21ug,4.0,406,1,San Francisco,CA,94133,Cantonese
Latin American Club,yNiYJWHLxMrryH0xi_2r2w,4.0,469,1,San Francisco,CA,94110,Bars
The Revolution Cafe,XmJvy41_tJLOS8WCAVQB5g,4.0,512,1,San Francisco,CA,94110,Coffee & Tea
Hawaiian Drive Inn,yEn0YT1wMC6hR7CVRX956w,4.0,324,1,San Francisco,CA,94112,Hawaiian
Yancy's Saloon,-WryqYvdi-P0ahpeANAhbw,3.5,617,1,San Francisco,CA,94122,Sports Bars
Red Cafe,EzxeHAispkwbZ1Pq7jUR6A,4.0,435,1,San Francisco,CA,94110,Diners
Golden Gate Meat Company,D9D7J9dCcMyq5KD4ybzLEA,4.0,365,1,San Francisco,CA,94111,Meat Shops
Sunrise Deli,e02eHaL0toY64Tzodnx8_Q,4.0,502,1,San Francisco,CA,94122,Delis
Xanath Ice Cream,y1CtMGY68B5ZJeH82ok8HA,4.0,404,1,San Francisco,CA,94110,Ice Cream & Frozen Yogurt
Sutter St. Cafe,dv9gdJrBG7SZ8aWYkxG_3w,4.5,166,1,San Francisco,CA,94108,Cafes
MunchBoxx,U398V8JmnqgzswTCdDZcOA,4.0,277,1,San Francisco,CA,94111,Vietnamese
Faye's Coffee,maX2pNMeAroeVGbcCNkTcg,4.5,162,1,San Francisco,CA,94110,Videos & Video Game Rental
The Homestead,uRxCjtTvJpcrD510tIDKcA,4.0,343,1,San Francisco,CA,94110,Bars
House Of Bagels,g00-FKar6K7uHtIlTa7YGw,3.5,684,1,San Francisco,CA,94118,Bakeries
Blaze Fast-Fire'd Pizza,hVtmjuzkhyNbmXA8FwbQkQ,4.0,503,1,San Francisco,CA,94132,Pizza
Pharaohs Mediterranean Sandwiches,pocVe2xSz38GVH_ctMpq4Q,4.0,381,1,San Francisco,CA,94102,Mediterranean
New Village Cafe,rfWph5GzDNUibkvWrSeFQg,4.0,414,1,San Francisco,CA,94109,Diners
Buddha Lounge,51gscyjxkVari5gK3qIsTA,4.0,304,1,San Francisco,CA,94108,Dive Bars
Pinhole Coffee,XevaLlh2NitjZsFb6HoVmQ,4.5,147,1,San Francisco,CA,94110,Coffee & Tea
Edinburgh Castle Pub,vbuiWssdvlk_IuNOZjAIkQ,4.0,493,1,San Francisco,CA,94109,Pubs
Samovar Tea - Mission,U1g2Yd3tEgw_bAhdwVJLBA,4.0,333,1,San Francisco,CA,94103,Tea Rooms
That's It Market,OVx1jiJRVoZg3jDkPvehQg,4.0,313,1,San Francisco,CA,94110,"Beer, Wine & Spirits"
540 Club,VXMbtldWZKfC8GklXNOuXw,4.0,380,1,San Francisco,CA,94118,Bars
Angel Cafe & Deli,cwFeD_oqUarKPzzoi6KjUg,4.0,239,1,San Francisco,CA,94109,Coffee & Tea
Ferment Drink Repeat - FDR Brewery,f13wijTZyalynlgi-eM4vA,5.0,88,1,San Francisco,CA,94134,Breweries
The 500 Club,zv-iOxHBhduG0h4s3Rfmyg,4.0,466,1,San Francisco,CA,94110,Dive Bars
All Star Donuts,J9UyFeAMsZhqCFNxSFNNkw,4.0,237,1,San Francisco,CA,94118,Donuts
El Toro Taqueria,NO7uen-10Bwkf_n4tHCEjg,3.5,626,1,San Francisco,CA,94110,Mexican
Gene's Liquor,ovzxwRIDbVfkhn4bnRhNKA,4.5,219,1,San Francisco,CA,94116,"Beer, Wine & Spirits"
Uncle Benny's Donut and Bagel,Uwixn8SsCURqEoKy56frqg,4.5,222,1,San Francisco,CA,94122,Donuts
Paulie's Pickling,n_JIuho2kJfDMS9pCQYr8Q,4.5,156,1,San Francisco,CA,94110,Specialty Food
The Golden West,MKh6d8G53GPFvi7oWY-h1Q,4.0,352,1,San Francisco,CA,94104,Bakeries
Caffe Centro,cEzXkqlAh6X-nNfBdOolng,4.0,384,1,San Francisco,CA,94107,Sandwiches
Subs,tHAMP_GolBd-Yv_gbOrXRQ,4.0,261,1,San Francisco,CA,94114,Sandwiches
Huli Huli Hawaiian Grill,10w-2XT7TBlBrK3LbhMt_g,4.5,235,1,San Francisco,CA,94124,Hawaiian
Jackson Place Cafe,HRyBoh32eQDJ1MPWFHlGpg,4.5,196,1,San Francisco,CA,94111,Coffee & Tea
Ace's,QKQAzwWhJHypMkfFjowchw,4.0,282,1,San Francisco,CA,94109,Bars
Kilowatt,V-q5vlzWbLFG-alkH163Ow,4.0,437,1,San Francisco,CA,94103,Dive Bars
Castro Tarts,ExM3wD4Sn1LXsrBM5LXK0w,4.0,260,1,San Francisco,CA,94114,Vietnamese
Cafe Venue,D0S0urMr-WbYCpj4MX0kyA,4.0,450,1,San Francisco,CA,94104,Sandwiches
Zaytoon Mediterranean,L6B2t1t2PifwYppaty17Ag,4.0,271,1,San Francisco,CA,94110,Middle Eastern
Curry Up Now,bBTRc2-Fq_ppT0b_i4v4iQ,3.5,557,1,San Francisco,CA,94110,Indian
Lucky Creation Vegetarian Restaurant,5Mqsd52IEJtV9dUJAhcTlQ,4.0,481,1,San Francisco,CA,94108,Vegetarian
Breaking Bread,lyry95Ko-7mTprN2VCasKA,4.0,474,1,San Francisco,CA,94111,Sandwiches
Wilson & Wilson,6ssVWEM_kqk13QkWs5a2BA,4.5,381,2,San Francisco,CA,94102,Lounges
Pacific Cocktail Haven,b7jlvEKz4wHATdJNNZf9aw,4.5,270,2,San Francisco,CA,94108,Cocktail Bars
Goat Hill Pizza,gVikx9Ad2aAVv0BXnJJPKw,3.5,1201,2,San Francisco,CA,94107,Pizza
Muguboka Restaurant,8oAsGZNNLvIW3CvLcFUPMw,4.0,728,2,San Francisco,CA,94118,Korean
The Sycamore,wNcShx5YTSMvOxt6G0iA9w,4.0,694,2,San Francisco,CA,94110,Gastropubs
Pomelo,uZybAaC88oLnqR1FEUamGQ,4.0,695,2,San Francisco,CA,94131,Breakfast & Brunch
Ben Thai Cafe,tZmiZw49SNRVzF6h1Jfx9g,4.5,357,2,San Francisco,CA,94109,Thai
Jasmine Garden,5DeL87rp02kT8xHn1CJS1g,4.0,618,2,San Francisco,CA,94114,Vietnamese
A La Turca Restaurant,2PRgMkqX2dRrcuaJEi_1Rg,4.0,745,2,San Francisco,CA,94109,Turkish
83 Proof,EWE_KGxKofufaJCbTNBRjQ,4.0,730,2,San Francisco,CA,94105,Whiskey Bars
City View Restaurant,Q7_LfqaY3TrDaSIr7lk1TQ,3.5,1141,2,San Francisco,CA,94111,Dim Sum
Contraband Coffee Bar,NUrDd8QedLz9G6KFC458sA,4.0,710,2,San Francisco,CA,94109,Coffee & Tea
Cioppino's,6h7YCp2KLfbu3tbRmNSb-g,3.5,1436,2,San Francisco,CA,94109,Italian
Bullshead Restaurant,jhVo92kIQSPFQTzBaIhP6w,4.0,773,2,San Francisco,CA,94127,Steakhouses
Puerto Alegre,vp1VTH08YSA9O9w6ej-G0A,3.5,1026,2,San Francisco,CA,94110,Mexican
Le Cafe du Soleil,R3YMmqmPIjJh8V80VpTD1w,4.0,687,2,San Francisco,CA,94102,Coffee & Tea
La Traviata,eQHepA7u_mb-0TIb8t8EXQ,4.0,549,2,San Francisco,CA,94110,Italian
Jitlada Thai Cuisine,DhxBcPJr1igtHNqDyvJ_lA,4.0,582,2,San Francisco,CA,94115,Thai
Rosamunde Sausage Grill,J-gFvT4B5UoZgoEOAmxNxw,3.5,928,2,San Francisco,CA,94110,Bars
Arabian Nights Restaurant,w5BLpD2_aj9gyTMiStJ65Q,4.0,659,2,San Francisco,CA,94110,Mediterranean
U :Dessert Story,aVskw5NKrs7ibAQ54E_bZw,4.5,384,2,San Francisco,CA,94114,Desserts
Iza Ramen Lower Haight,1HaGgUlxYAmvfgGyX68oPw,4.0,562,2,San Francisco,CA,94117,Ramen
Giorgio's Pizzeria,GNzoAOXPxP0UzW7fb51dNg,4.0,940,2,San Francisco,CA,94118,Pizza
Dragon Papa Dessert,sxtm5Ar-_PCJcSbCvAI9OQ,4.5,300,2,San Francisco,CA,94108,Desserts
Z & Y Restaurant,GzOumj6_QOeQByuc_0yajQ,3.5,1388,2,San Francisco,CA,94133,Chinese
Lao Table,VdxJdMX53XZYNZvZlr96HA,4.0,610,2,San Francisco,CA,94105,Laotian
Vital Tea Leaf,XUOaN3QKGTBkNf3CMuztYg,4.5,317,2,San Francisco,CA,94133,Coffee & Tea
Victor's Pizzeria & Italian Restaurant,GjdLppkFQODOiV4DQZ5EyA,4.0,889,2,San Francisco,CA,94109,Pizza
Gaspare's Pizza House & Italian Restaurant,A9QDUzIGMcybhLhtPDSN4A,4.0,884,2,San Francisco,CA,94121,Italian
Takoba SF,U2yLmebQ56po6nt5nKcacw,4.0,433,2,San Francisco,CA,94105,Japanese
Brickhouse Cafe,HCTOtXfbGDTcYsnE_gl35Q,3.5,1115,2,San Francisco,CA,94107,American (Traditional)
Pacific Cafe,ZiTRspDPY9T_kh4tQDwDMQ,4.0,697,2,San Francisco,CA,94121,Seafood
Guerra Quality Meats,jK1_pM6U50seuco7Tvhing,4.5,394,2,San Francisco,CA,94116,Meat Shops
Bistro Aix,j1yOqKczaI4czwycWDcspw,4.0,613,2,San Francisco,CA,94123,French
E&O Kitchen and Bar,if7l8HVMz7kmW0tG9l2LQA,4.0,886,2,San Francisco,CA,94108,Asian Fusion
Wish,iLDilqzr4thx3i7pTzzUwg,4.0,577,2,San Francisco,CA,94103,Lounges
Blue Barn Gourmet,9Tg6-QXCbL6LribaO5S4Lw,4.0,825,2,San Francisco,CA,94123,Sandwiches
Hong Kong Lounge II,YBIXea7qj0RwEN5HJDw0Yg,3.5,871,2,San Francisco,CA,94118,Dim Sum
Castagna,Ffb9HJIrt4YPFCQIpBg6gw,4.5,345,2,San Francisco,CA,94123,Italian
Uncle Vito's Pizza,MDTJK0mH5Xc14aCwNuMg7Q,4.0,1116,2,San Francisco,CA,94108,Pizza
Bissap Baobab,6RD33qPwBS6j3ggo84J4iA,3.5,889,2,San Francisco,CA,94110,Senegalese
Mac Daddy,90kaVHz2X2U5HrvSAN5N_A,4.0,433,2,San Francisco,CA,94107,American (Traditional)
Presidio Picnic,vFkjDxhmbQ1SlxCHIF8s7A,4.5,262,2,San Francisco,CA,94129,Street Vendors
Benjamin Cooper,UDlr8FpO9WypJ1JAVAxVYQ,4.5,308,2,San Francisco,CA,94102,Cocktail Bars
4505 Burgers & BBQ,sjj1TvKV1RYEjYhuLlXe0w,3.5,1372,2,San Francisco,CA,94117,Barbeque
Delica,xlXnPitrO9Mjfq3aPAyNVQ,3.5,964,2,San Francisco,CA,94111,Delis
KoJa Kitchen,e3gcKXKhSFYs5fn9FoeG2A,4.0,547,2,San Francisco,CA,94118,Japanese
South,4CheGhBNFK8KBbsVEhYJKA,4.5,153,1,Brooklyn,NY,11215,Bars
Frozen Sweet,AiJrXKE-TfliiAN92vU8qw,4.5,150,1,New York,NY,10012,Ice Cream & Frozen Yogurt
Taim Mobile Falafel & Smoothie Truck,H7ByyQSibjSHmm-ng5uNyg,4.5,148,1,New York,NY,10014,Middle Eastern
Cafe Boulis,YI49ybEJNLBbzwl5Qx2AMg,4.5,174,1,Astoria,NY,11106,Bakeries
Dun-Well Doughnuts,Rjth2DovcLiqZaHg56DLFA,4.5,181,1,New York,NY,10009,Donuts
Bagels on the Square,mpCQzQAT4Rken3mFBlwqLw,4.0,420,1,New York,NY,10014,Bakeries
Sunny's Bar,BHpAlynD9dIGIaQDRqHCTA,4.5,141,1,Brooklyn,NY,11231,Bars
Taqueria Downtown,Wm6vj0ekRAzZnaeaBEkOag,4.0,1547,1,Jersey City,NJ,07302,Mexican
Vanessa's Dumpling,ZUBqQZwMGZSOVbfpOI_uyg,3.5,994,1,New York,NY,10003,Chinese
CoCo Fresh Tea & Juice,5EdSpKfMvIV0rS-CTEcEWw,4.0,385,1,New York,NY,10017,Coffee & Tea
Oslo Coffee Roasters,asW_ljefQQam9zjc9ZQaMw,4.5,221,1,New York,NY,10021,Coffee & Tea
Taiwan Pork Chop House,kNOr6_g6QfBHdhf89j3g5w,4.0,335,1,New York,NY,10013,Taiwanese
Fried Dumpling,cn3JXMq29UfRkFCUD0Bhbw,3.5,463,1,New York,NY,10013,Chinese
David's Bagels,tRys0z0O4EE8sivXLFZ3kQ,4.0,322,1,New York,NY,10003,Bagels
Anthony & Son Panini Shoppe,YLVvBYOumnR9ewrrqQbcxA,4.0,255,1,Brooklyn,NY,11211,Sandwiches
Atlas Cafe & Bakery,wChiaTqbEpLNARNpxgo2lg,3.5,455,1,New York,NY,10003,Vegan
Gong Cha,W2B8KfNllQqIv_TyfCv85Q,4.0,353,1,New York,NY,10018,Bubble Tea
Bucket & Bay Craft Gelato,7BTyI4xu9c1hpHS5z-V4bQ,4.5,380,1,Jersey City,NJ,07302,Cafes
La Churreria,6lUAvciN0rwYUvhssqw57g,4.0,277,1,New York,NY,10012,Sandwiches
Hawa Smoothies & Bubble Tea,bIEGK6ZEVhaTxEbCVQGuug,4.5,98,1,New York,NY,10009,Coffee & Tea
Duff's Brooklyn,MBkyCEjBbe-Ql63agwOUpw,4.5,149,1,Brooklyn,NY,11211,Dive Bars
Tea Plus Cafe,w9ncpdj8z6RUBS3eDWjoUw,4.0,218,1,Astoria,NY,11103,Coffee & Tea
Lhasa Fast Food,6YsCjSkCoUJ6rVDJe04Yuw,4.5,207,1,Jackson Heights,NY,11372,Himalayan/Nepalese
Sacco Pizza,1To57srDy-cVko5QWGcogA,4.0,348,1,New York,NY,10019,Pizza
Porto Rico Importing Co,pGG-xx11-06m5lsyzk2k-Q,4.5,185,1,New York,NY,10003,Coffee & Tea
Caprices By Sophie,5rytNlB98dsmVuB_haVSpA,4.5,164,1,Brooklyn,NY,11211,Bakeries
Voyager Espresso,qzdCvtgpCDjNVV_zRJB5EQ,4.5,96,1,New York,NY,10038,Coffee & Tea
Sunrise Mart,d6r6Bx-FgNuPrY6-EpeoVQ,4.0,348,1,New York,NY,10017,Grocery
Poseidon Bakery,1uPB-IOaoWd4s2jNFpZgVw,4.5,165,1,New York,NY,10036,Bakeries
Court Pastry Shop,a5FVkeyRpiAttprSRmzgkQ,4.5,157,1,Brooklyn,NY,11231,Bakeries
La Maison du Croque Monsieur,I-_4uhJkmsnK_dj8n69GLg,4.0,300,1,New York,NY,10003,Sandwiches
La Newyorkina,u9g6NPdCE2JC96J1yvxVuw,4.5,137,1,New York,NY,10012,Ice Cream & Frozen Yogurt
Patisserie Claude,fvDZVAvv_g4L-WWkbDpCXg,4.0,228,1,New York,NY,10014,Bakeries
Carmine's Pizzeria,WE_dce2JKcv-VoFNaqiJ4w,4.0,385,1,Brooklyn,NY,11211,Pizza
Murray's Bagels,QUf4eik0ipJGkBtRHNMl5g,3.5,718,1,New York,NY,10011,Bagels
Zenchai Matcha Cafe,WA_C4PayGPJFfQuaZaHmBg,4.5,149,1,New York,NY,10002,Cafes
El Diablito Taqueria,J9pgjC191T-odCmTAG-grQ,4.0,264,1,New York,NY,10003,Mexican
Kai Feng Fu 開封府鍋貼,dn8_HgoGUE4IFzwPI6GeLA,4.0,212,1,Brooklyn,NY,11220,Chinese
Pete's Candy Store,3ahcwkc4fTd_4M05j1kKiQ,4.0,245,1,Brooklyn,NY,11211,Music Venues
Barcelona Bar,La0m0JQirzld8XSyyf37tg,4.0,392,1,New York,NY,10019,Dive Bars
Otafuku,03-WCL7HaShHkS5kAk6lVg,3.5,466,1,New York,NY,10003,Japanese
Best Pizza,G4KNXsc7F49OzkW7I28JCg,3.5,474,1,Brooklyn,NY,11211,Pizza
Darna Falafel,zvy4KOv2afqUSGin54_xxg,4.0,200,1,Brooklyn,NY,11201,Falafel
Botanica Bar,zvxUXRQOqzsyFiCKS09_JQ,4.0,340,1,New York,NY,10012,Bars
Dil-e Punjab Deli,yV7brOiTLS3Lmwws8e3nXA,4.5,166,1,New York,NY,10011,Indian
Screamer's Pizzeria,ZQJar03Q1n0oWgGA3ip3nw,4.0,248,1,Brooklyn,NY,11222,Pizza
Patsy's Pizzeria,xrgzB0pvsxeGEIboE6I2gg,4.5,428,2,Brooklyn,NY,11217,Pizza
Cones,Hlj1BRYzB2xJxl8_UEnrDw,4.0,546,2,New York,NY,10014,Ice Cream & Frozen Yogurt
Curry-Ya,pqebqpVTT8bR_s9iEu8dOA,4.0,679,2,New York,NY,10003,Japanese
The Jeffrey Craft Beer & Bites,2_oy2iBeT0Rg-oz4f0GF1A,4.0,588,2,New York,NY,10022,Bars
Ferrara Bakery & Cafe,lDW4DlTZYcSP9T1yQY5HKg,3.5,1369,2,New York,NY,10013,Bakeries
Sake Bar Decibel,i9W3EVA6FjB6lWWSEmhndA,4.0,895,2,New York,NY,10003,Bars
Serendipity 3,_tHF8-3rbyMesgdkQzB2yQ,3.0,3629,2,New York,NY,10022,Desserts
Sweet Afton,zgW7g4RWssKfjdlSE8fZvg,4.0,988,2,Astoria,NY,11103,Pubs
Sotto 13,yc4vsT-Q4Ej1_9hr94DxkQ,4.0,767,2,New York,NY,10011,Italian
Zutto Japanese American Pub,abNHO9-xlCsv31gghCUuxw,4.0,820,2,New York,NY,10013,Sushi Bars
Vietnaam,Wbmqg0TkOVkzNh3HrJ9DIQ,4.0,635,2,New York,NY,10128,Vietnamese
Joseph Leonard,Ps0cOZevNA1M9M5_z7W3oQ,4.0,613,2,New York,NY,10014,American (New)
Alice's Tea Cup Chapter II,JCrKKepUUkRIIPD2UD1i0g,3.5,1310,2,New York,NY,10065,Tea Rooms
Jun-Men Ramen Bar,xrnk8mgoV7up6fauVmugpw,4.0,516,2,New York,NY,10001,Ramen
Peacefood Cafe,zBf-m72ATTPTey-_9vu3Yw,4.0,1125,2,New York,NY,10024,Vegan
LuAnne's Wild Ginger All-Asian Vegan,BEuZGvNlbM4tXq7YICyM6w,4.0,609,2,New York,NY,10013,Vegetarian
Somtum Der,qrydcGQpeDP_1oFvx3qOeg,4.0,605,2,New York,NY,10009,Thai
Shake Shack,uT9AowKJcAN59Mteud36lA,4.0,802,2,Brooklyn,NY,11201,Burgers
Yemen Cafe & Restaurant,wctR1TrheHAwpHZ2sJknEw,4.5,413,2,Brooklyn,NY,11201,Middle Eastern
Wo Hop,zubN8Ve-RyoljRZV4NRxEQ,3.5,1228,2,New York,NY,10013,Chinese
Peaches HotHouse,GA5msU6NO9rQRctPfDJCBg,4.0,988,2,Brooklyn,NY,11216,Southern
Vesta,WEhkGLKlj-5X1pq_07Syaw,4.0,628,2,Astoria,NY,11102,Italian
Ten Degrees Bar,-p7dvuKa91_4B-aiFIFB8Q,4.0,807,2,New York,NY,10009,Wine Bars
Taci's Beyti,BsdB6DhfvSq7ZZs-_u0RpA,4.5,586,2,Brooklyn,NY,11223,Turkish
Distilled,0EtZ1xhnXWp4-ysNVwItYA,4.0,726,2,New York,NY,10013,American (New)
Enthaice Thai Kitchen,tVB11pOiDhPWlt_o6ylMNg,4.0,608,2,Astoria,NY,11106,Thai
Kitchen 79,3GMHPnrkFAcqffw3T7JSdQ,4.5,497,2,Jackson Heights,NY,11372,Thai
DiWine,ayOj0JXAsuGqVG8reuqpxQ,4.0,718,2,Astoria,NY,11103,American (New)
Okonomi,7OMGEtFWT6sdd9TVuoGqJQ,4.5,385,2,Brooklyn,NY,11211,Japanese
Watawa Sushi,UB5emSFilql0J10Jx4AHXA,4.0,810,2,Astoria,NY,11105,Sushi Bars
Briciola,MOwB9YYd-Ko6nVgSB-ltQw,4.0,706,2,New York,NY,10019,Italian
Kiki's,_4Grm99JEHnDWskCHAJfUg,4.5,462,2,New York,NY,10002,Greek
Divya's Kitchen,NKI1VvfXYluRjnq4S6yEuw,4.5,231,2,New York,NY,10003,Vegan
by CHLOE - Flatiron,MUvg1D3idGQbNnaRi67oYw,4.0,625,2,New York,NY,10010,Burgers
&pizza,t0Bel7xLMUt5g8qIpBylZg,4.5,318,2,New York City,NY,10001,Pizza
Tanoreen,_-EQR2vNYg-b1eZwAgp6JQ,4.0,753,2,Brooklyn,NY,11209,Middle Eastern
Jora Restaurant & Bar,Sj3JYCbaEFrAqUzRrenQbg,4.5,435,2,Long Island City,NY,11101,Peruvian
OddFellows Ice Cream Co.,05UVA6p1mRIy9rOAN-oJNQ,4.0,521,2,Brooklyn,NY,11249,Ice Cream & Frozen Yogurt
The Wild Son,N5UY113nNpeKdLPv0cbMjQ,4.5,333,2,New York,NY,10014,American (New)
Cafe D'Alsace,kmcgUxWhwlbmC-FAMTEF2g,4.0,1062,2,New York,NY,10128,French
Chavela's,mhrLDFTxUzW2koRAzjlt5g,4.0,928,2,Brooklyn,NY,11238,Mexican
Tia Pol,fUxRTikmfHnURZ26lD2y4Q,4.0,657,2,New York,NY,10011,Tapas Bars
Pasticceria Rocco,JWLRT0dkdaC7AHtYapWbGw,4.0,932,2,New York,NY,10014,Bakeries
Amor y Amargo,6qnWAPjJ7UER4QLCtotyBw,4.5,424,2,New York,NY,10009,Cocktail Bars
Brooklyn Beet Company,nZ0Y8ngCxpY3xlz4f4pNTQ,4.5,383,2,Brooklyn,NY,11209,Modern European
Benemon,axqp3pGJXnTLgq2QrPyDyQ,4.0,407,2,New York,NY,10003,Japanese
TONCHIN NEW YORK,OFfZUS-nu6NDnsWe1B2bUQ,4.5,449,2,New York,NY,10018,Ramen
Fifty,ayxVEXD_reV3BEaKFAQQ4A,4.5,123,3,New York,NY,10014,Latin American
Bryant Park Grill,NRcffNvufYo2Jul0h24_qw,3.5,826,3,New York,NY,10018,Bars
Redeye Grill,sooTvMm8hrbHtJkxnu943A,3.5,503,3,New York,NY,10106,American (New)
Sant Ambroeus,DCiEo7qucPaEj7Gtdj1U9A,4.0,337,3,New York,NY,10021,Italian
Chimichurri Grill,9E6f_oc2QuPUM4sGc14pRA,4.0,300,3,New York,NY,10036,Latin American
Salumeria Rosi,C3E8CVVwzKtOv_sRR1WuRQ,4.0,429,3,New York,NY,10023,Italian
Tribeca Grill,vtKxYnrZld4w6wG82Vm4pg,3.5,561,3,New York,NY,10013,American (New)
Coarse NY,v8_MaF5d2u5qZ6evINBsig,4.5,155,3,New York,NY,10014,American (New)
San Carlo Osteria Piemonte,MCnexHfsclcOpLHS4_2U0A,4.5,135,3,New York City,NY,10012,Italian
Molyvos,aP3Z0DXzwzM8lZWg3YX9KQ,4.0,438,3,New York,NY,10019,Greek
